Fiyat,Lokasyon,Link,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt / Net M2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Krediye Uygunlu...,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Cephe,Takas,Kira Getirisi,Aidat,Yetkili Ofis,Site İçerisinde,Krediye Uygunluk,Depozito,Vs30
6.500.000 TL,İstanbul - Kağıthane - Çağlayan Mah.,https://www.hepsiemlak.com/istanbul-kagithane-caglayan-satilik/daire/34471-4057,34471-4057,08-10-2025,Satılık,Daire,Daire,2 + 1,1.0,115 m2  / 70 m2,12 Katlı,8. Kat,4 Yaşında,Merkezi (Pay Ölçer),Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Güney,Hayır,40.000 TL,2.800 TL,Evet,,Uygun,,700
7.875.000 TL,İstanbul - Çekmeköy - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-cekmekoy-cumhuriyet-satilik/daire/32818-323,32818-323,20-10-2025,Satılık,Daire,,3 + 1,2.0,160 m2  / 135 m2,9 Katlı,2. Kat,16 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Kuzey, Doğu, Batı",Hayır,,,,Teras Çekmeköy,Uygun,,750
7.200.000 TL,İstanbul - Maltepe - Altayçeşme Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altaycesme-satilik/daire/1899-2372,1899-2372,08-10-2025,Satılık,Daire,Daire,2 + 1,1.0,125 m2  / 104 m2,10 Katlı,4. Kat,33 Yaşında,Merkezi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Batı",Hayır,40.000 TL,1.800 TL,Evet,,Uygun,,700
17.500.000 TL,İstanbul - Kadıköy - Sahrayı Cedit Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-satilik/daire/29305-11609,29305-11609,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,120 m2  / 103 m2,14 Katlı,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu, Batı",Hayır,90.000 TL,,Evet,,Uygun,,750
27.500.000 TL,İstanbul - Beşiktaş - Ulus Mah.,https://www.hepsiemlak.com/istanbul-besiktas-ulus-satilik/daire/31303-140669,31303-140669,08-10-2025,Satılık,Daire,,4 + 1,2.0,165 m2  / 158 m2,4 Katlı,2. Kat,21 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Doğu, Batı",Hayır,,,,Arkheon Sitesi,Uygun,,850
13.000.000 TL,İstanbul - Kadıköy - Merdivenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-satilik/daire/91714-729,91714-729,15-10-2025,Satılık,Daire,Daire,3 + 1,1.0,115 m2  / 90 m2,13 Katlı,8. Kat,7 Yaşında,Merkezi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Batı",Hayır,35.000 TL,,Evet,,Uygun,,750
6.800.000 TL,İstanbul - Eyüpsultan - Akşemsettin Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-aksemsettin-satilik/daire/162959-8,162959-8,22-10-2025,Satılık,Daire,,2 + 1,1.0,116 m2  / 66 m2,9 Katlı,8. Kat,1 Yaşında,Yerden Isıtma,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Kuzey, Güney",Hayır,,1 TL,,,Uygun,,800
2.600.000 TL,İstanbul - Silivri - Alibey Mah.,https://www.hepsiemlak.com/istanbul-silivri-alibey-satilik/daire/122060-768,122060-768,21-10-2025,Satılık,Daire,Daire,3 + 1,1.0,130 m2  / 120 m2,5 Katlı,Ara Kat,25 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Hayır,25.000 TL,,,,Uygun,,200
4.850.000 TL,İstanbul - Sarıyer - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-sariyer-cumhuriyet-satilik/daire/78519-8793,78519-8793,09-10-2025,Satılık,Daire,Daire,4 + 11,1.0,160 m2  / 150 m2,4 Katlı,2. Kat,33 Yaşında,Kombi,Doğalgaz,,Tapu Yok,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Kuzey, Güney, Doğu",,37.500 TL,,,,Uygun değil,,750
4.500.000 TL,İstanbul - Şişli - Ergenekon Mah.,https://www.hepsiemlak.com/istanbul-sisli-ergenekon-satilik/daire/39367-230,39367-230,21-10-2025,Satılık,Daire,Daire,1 + 1,1.0,60 m2  / 50 m2,7 Katlı,Bahçe Katı,7 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Doğu, Batı",Hayır,30.000 TL,400 TL,Evet,,Uygun,,800
6.750.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/43272-4019,43272-4019,17-10-2025,Satılık,Daire,Daire,2 + 1,1.0,95 m2  / 83 m2,10 Katlı,8. Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,200
10.000.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/88286-3531,88286-3531,21-10-2025,Satılık,Daire,,3 + 1,2.0,130 m2  / 115 m2,4 Katlı,3. Kat,26 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Güney, Doğu",Hayır,,,,Oylum Sitesi,Uygun,,700
3.550.000 TL,İstanbul - Ümraniye - İstiklal Mah.,https://www.hepsiemlak.com/istanbul-umraniye-istiklal-satilik/daire/93181-5804,93181-5804,21-10-2025,Satılık,Daire,Bahçe Katı,1 + 1,1.0,46 m2  / 40 m2,4 Katlı,Bahçe Katı,3 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Doğu, Batı",Hayır,15.000 TL,250 TL,Evet,,Uygun,,700
2.900.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/19884-141,19884-141,21-10-2025,Satılık,Daire,Daire,1 + 1,1.0,70 m2  / 65 m2,3 Katlı,Yüksek Giriş,2 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,25.000 TL,100 TL,Evet,,Uygun,,200
8.750.000 TL,İstanbul - Kağıthane - Yahya Kemal Mah.,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-satilik/daire/46572-11471,46572-11471,20-10-2025,Satılık,Daire,Daire,2 + 1,2.0,105 m2  / 95 m2,7 Katlı,6. Kat,2 Yaşında,Merkezi (Pay Ölçer),Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,,"Kuzey, Güney, Doğu, Batı",Hayır,45.000 TL,1.800.000 TL,Evet,Evet,Uygun,,600
3.250.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-satilik/daire/32964-11147,32964-11147,23-10-2025,Satılık,Daire,Bahçe Katı,2 + 1,1.0,85 m2  / 70 m2,4 Katlı,Bahçe Katı,9 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,,,,Evet,,Uygun,,250
24.950.000 TL,İstanbul - Kadıköy - Suadiye Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/14581-307,14581-307,24-09-2025,Satılık,Daire,,3 + 1,2.0,130 m2  / 95 m2,9 Katlı,8. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,,,,Uygun değil,,700
28.900.000 TL,İstanbul - Kadıköy - Göztepe Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/4675-17183,4675-17183,30-09-2025,Satılık,Daire,Daire,3 + 1,2.0,160 m2  / 120 m2,8 Katlı,2. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,Boş,,Hayır,,,Evet,,Uygun,,800
6.500.000 TL,İstanbul - Eyüpsultan - Akşemsettin Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-aksemsettin-satilik/daire/0-45456806,0-45456806,23-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 80 m2,3 Katlı,1. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Kiracılı,,Hayır,,,,,Uygun değil,,800
6.300.000 TL,İstanbul - Avcılar - Mustafa Kemal Paşa Mah.,https://www.hepsiemlak.com/istanbul-avcilar-mustafa-kemal-pasa-satilik/daire/0-45458330,0-45458330,20-10-2025,Satılık,Daire,Çatı Dubleksi,3 + 2,2.0,120 m2  / 105 m2,4 Katlı,4. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,,,Hayır,,,,,Uygun,,200
2.650.000 TL,İstanbul - Esenler - Havaalanı Mah.,https://www.hepsiemlak.com/istanbul-esenler-havaalani-satilik/daire/148556-69,148556-69,19-10-2025,Satılık,Daire,,2 + 1,1.0,133 m2  / 110 m2,6 Katlı,5. Kat,31 Yaşında,Kombi,,,Hisseli Tapu,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun değil,,700
3.900.000 TL,İstanbul - Esenyurt - Mehmet Akif Ersoy Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-satilik/daire/0-45451692,0-45451692,20-10-2025,Satılık,Daire,Daire,2 + 1,1.0,110 m2  / 90 m2,4 Katlı,Ara Kat,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu",,30.000 TL,,,,Uygun,,200
15.000.000 TL,İstanbul - Beykoz - Kavacık Mah.,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-satilik/mustakil-ev/141427-52,141427-52,13-10-2025,Satılık,Müstakil Ev,Müstakil Ev,3 + 1,1.0,90 m2  / 75 m2,2 Katlı,,15 Yaşında,Kombi,Doğalgaz,,Arsa,Eşyalı Değil,Yığma,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu, Batı",Hayır,30.000 TL,1 TL,Evet,,Uygun değil,,600
5.600.000 TL,İstanbul - Esenyurt - Çınar Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-cinar-satilik/daire/0-45349834,0-45349834,02-10-2025,Satılık,Daire,Dubleks,4 + 1,3.0,167 m2  / 145 m2,4 Katlı,En Üst Kat,15 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,,,,Uygun değil,,200
6.500.000 TL,İstanbul - Eyüpsultan - Akşemsettin Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-aksemsettin-satilik/daire/0-45456806,0-45456806,23-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 80 m2,3 Katlı,1. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Kiracılı,,Hayır,,,,,Uygun değil,,800
6.300.000 TL,İstanbul - Avcılar - Mustafa Kemal Paşa Mah.,https://www.hepsiemlak.com/istanbul-avcilar-mustafa-kemal-pasa-satilik/daire/0-45458330,0-45458330,20-10-2025,Satılık,Daire,Çatı Dubleksi,3 + 2,2.0,120 m2  / 105 m2,4 Katlı,4. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,,,Hayır,,,,,Uygun,,200
2.650.000 TL,İstanbul - Esenler - Havaalanı Mah.,https://www.hepsiemlak.com/istanbul-esenler-havaalani-satilik/daire/148556-69,148556-69,19-10-2025,Satılık,Daire,,2 + 1,1.0,133 m2  / 110 m2,6 Katlı,5. Kat,31 Yaşında,Kombi,,,Hisseli Tapu,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun değil,,700
3.900.000 TL,İstanbul - Esenyurt - Mehmet Akif Ersoy Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-satilik/daire/0-45451692,0-45451692,20-10-2025,Satılık,Daire,Daire,2 + 1,1.0,110 m2  / 90 m2,4 Katlı,Ara Kat,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu",,30.000 TL,,,,Uygun,,200
15.000.000 TL,İstanbul - Beykoz - Kavacık Mah.,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-satilik/mustakil-ev/141427-52,141427-52,13-10-2025,Satılık,Müstakil Ev,Müstakil Ev,3 + 1,1.0,90 m2  / 75 m2,2 Katlı,,15 Yaşında,Kombi,Doğalgaz,,Arsa,Eşyalı Değil,Yığma,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu, Batı",Hayır,30.000 TL,1 TL,Evet,,Uygun değil,,600
5.600.000 TL,İstanbul - Esenyurt - Çınar Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-cinar-satilik/daire/0-45349834,0-45349834,02-10-2025,Satılık,Daire,Dubleks,4 + 1,3.0,167 m2  / 145 m2,4 Katlı,En Üst Kat,15 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,,,,Uygun değil,,200
12.000.000 TL,İstanbul - Beyoğlu - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-satilik/daire/34125-4948,34125-4948,07-10-2025,Satılık,Daire,Daire,3 + 1,1.0,130 m2  / 110 m2,4 Katlı,3. Kat,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Güney, Batı",,,,Evet,,Uygun,,700
3.800.000 TL,İstanbul - Gaziosmanpaşa - Yeni Mahalle Mah.,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-yeni-mahalle-satilik/daire/90771-4276,90771-4276,18-10-2025,Satılık,Daire,Ters Dubleks,3 + 1,2.0,115 m2  / 108 m2,5 Katlı,Yüksek Giriş,7 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Boş,,Evet,,,Evet,,Uygun,,700
6.150.000 TL,İstanbul - Kağıthane - Çeliktepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-satilik/residence/87974-172,87974-172,17-10-2025,Satılık,Residence,Daire,1 + 1,1.0,53 m2  / 41 m2,15 Katlı,6. Kat,4 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,,Hayır,,,Evet,,Uygun,,750
4.850.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/66056-10534,66056-10534,23-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 80 m2,3 Katlı,Giriş Katı,30 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,,,,Uygun,,700
9.750.000 TL,İstanbul - Çekmeköy - Güngören Mah.,https://www.hepsiemlak.com/istanbul-cekmekoy-gungoren-satilik/daire/118599-730,118599-730,10-10-2025,Satılık,Daire,,2 + 1,1.0,85 m2  / 73 m2,6 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,,,Tapu Yok,Eşyalı Değil,,,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,,,,Emlak Konut Çınarköy Evleri,Uygun değil,,750
17.000.000 TL,İstanbul - Beşiktaş - Etiler Mah.,https://www.hepsiemlak.com/istanbul-besiktas-etiler-satilik/daire/1120-2385,1120-2385,01-10-2025,Satılık,Daire,,3 + 1,2.0,135 m2  / 120 m2,4 Katlı,Bahçe Katı,31 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,,Hayır,,1.000 TL,,,Uygun,,830
40.500.000 TL,İstanbul - Kadıköy - Fenerbahçe Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-satilik/daire/71032-3422,71032-3422,22-10-2025,Satılık,Daire,Daire,3 + 1,2.0,165 m2  / 127 m2,8 Katlı,6. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu, Batı",Hayır,,,,,Uygun,,750
4.750.000 TL,İstanbul - Fatih - Seyyid Ömer Mah.,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-satilik/daire/77099-6632,77099-6632,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,100 m2  / 90 m2,3 Katlı,2. Kat,38 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,,Hayır,30.000 TL,,Evet,,Uygun,,300
12.750.000 TL,İstanbul - Beşiktaş - Gayrettepe Mah.,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-satilik/daire/23185-4827,23185-4827,20-10-2025,Satılık,Daire,Daire,1 + 1,1.0,50 m2  / 42 m2,7 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,,Tapu Yok,Eşyalı Değil,,Sıfır,Boş,,Hayır,,,Evet,,Uygun,,850
32.000.000 TL,İstanbul - Sarıyer - Tarabya Mah.,https://www.hepsiemlak.com/istanbul-sariyer-tarabya-satilik/daire/4978-2492,4978-2492,10-10-2025,Satılık,Daire,Bahçe Katı,5 + 1,4.0,235 m2  / 190 m2,5 Katlı,Bahçe Katı,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu, Batı",,,,,Evet,Uygun,,750
16.290.000 TL,İstanbul - Kadıköy - Göztepe Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/122463-1942,122463-1942,11-10-2025,Satılık,Daire,,3 + 1,2.0,130 m2  / 90 m2,11 Katlı,8. Kat,5 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,,,,Uygun,,800
